frequence,amplitude,anomalie
1414.7789404474152,0.7587251401603745,1
1394.8172978172636,0.7839307079173504,1
1391.915063971068,0.8206465727137813,1
1394.9824295641547,0.7718137723598013,1
1409.1540211770207,0.7588889802216785,1
1403.2875110965967,0.8121843605745956,1
1394.7023979623295,0.8122483285554362,1
1405.1326743311336,0.7746528412314435,1
1400.9707754934805,0.7764480847190839,1
1409.6864499053288,0.8116024968678819,1
1392.9794690612264,0.7275957829251338,1
1396.7233785340222,0.7296268112811722,1
1396.0789184686785,0.7640777889373782,1
1385.3648505186788,0.7893276424144077,1
1402.9612027706457,0.8155453782799003,1
1402.610552721799,0.8737678108474777,1
1400.0511345664247,0.8428829811601011,1
1397.6541286662484,0.7920030735018286,1
1385.8462925794959,0.7990491896048656,1
1395.7935467723464,0.7498735317681096,1
1396.5728548347322,0.7990743432003805,1
1391.9772273077838,0.7855670680539931,1
1398.38714288334,0.8161359280169045,1
1404.0405085681455,0.7586384528223838,1
1418.8618590121052,0.8259673257120587,1
1401.7457781283183,0.876636945650129,1
1402.5755039072276,0.7945619925771572,1
1399.2555408423384,0.8200855861049471,1
1380.8122878470097,0.8345071995855556,1
1399.7348612455078,0.7799389764057082,1
1400.6023020994103,0.8112046240905209,1
1424.632421124853,0.8006296200390898,1
1398.0763903521888,0.8048838049274416,1
1403.015473423336,0.7613495108072267,1
1399.6528823029475,0.8012255087129472,1
1388.3132196238046,0.8248999145622725,1
1411.4282281451501,0.8725571803897522,1
1407.5193303268677,0.8479635413042604,1
1407.9103194704305,0.9076591228755779,0
1390.9061254520527,0.7616326218555975,1
1414.027943109361,0.843616031836034,1
1385.9814893720772,0.8091671002869176,1
1405.8685709380027,0.9094901466608837,0
1421.9045562580998,0.7595850857322425,1
1390.0946367486931,0.7580139078909612,1
1394.3370227039723,0.770030367727799,1
1400.9965136508765,0.6938052137845097,0
1394.965243458838,0.773712248915962,1
1384.4933656893386,0.7620433669223151,1
1400.6856297480604,0.8075196893238105,1
1389.376962862739,0.8170877987888581,1
1404.7359243063518,0.8938085419607944,1
1390.805757657662,0.8475211919093025,1
1415.4993440501753,0.7711548172168798,1
1392.1674670766376,0.7550792664325822,1
1396.7793848379433,0.8245959585753253,1
1408.1351721736967,0.7339883396489679,1
1387.6913568356604,0.8915729382927178,1
1402.2745993460412,0.8589720060360644,1
1413.0714275428243,0.7765412173947648,1
1035.5806940272078,0.9872761293149445,0
690.222749080542,0.15041689110352818,0
511.72332136707905,0.5941307153521351,0
1476.6589095439922,0.3808908566310215,0
1480.5016685959965,0.9699143978146032,0
1159.7217487279215,0.8421189231357087,0
806.8357492584408,0.8383287047111379,0
819.051489535193,0.4686931597949703,0
1271.1468146442871,0.4148195023376652,0
1476.5323119430925,0.27340707193070624,0
1464.5037091181407,0.056375496650927115,0
1335.8506550291486,0.8647223762550532,0
1170.4379753851454,0.8129010091300776,0
500.96795799405857,0.9997176732861306,0
593.9544569135365,0.9966368370739054,0
1478.265026232495,0.5554317056026274,0
1127.714871591508,0.7689874151805105,0
411.0364619399556,0.944765729882428,0
521.7658514392385,0.8496473906774115,0
1196.202122929667,0.24734810174319766,0
406.07390061546243,0.4505441353100935,0
592.9696617009984,0.12915941515149498,0
1058.4805472399034,0.9540510272587224,0
1230.2742372312318,0.60617463445088,0
1182.3535114031206,0.22864280550346272,0
669.1231713526718,0.6717006844058567,0
1254.615065617043,0.6181282404578958,0
684.6989049961601,0.3581627180328405,0
790.4796377911213,0.11355759219962902,0
1295.7896861416289,0.6715731955927996,0
1179.5594788566577,0.5203077009037933,0
1419.0680925930135,0.7723183917356393,1
1189.135470760412,0.5201635011119934,0
1081.970324002566,0.8521815003185401,0
512.4097213937109,0.5519068387744855,0
841.2589636713202,0.5609379715353863,0
718.2428412180706,0.876653602658345,0
692.7875720549002,0.40348286621239704,0
1567.6126657029347,0.13401522845064073,0
871.7172696001126,0.028782676313338973,0
1470.455866212536,0.755137255673619,0
1157.3663511967154,0.6203095513534647,0
1353.773564249978,0.7040797680992236,0
1003.1645117262306,0.21296416150891073,0
1092.284661551631,0.13637147558676976,0
991.0212325826367,0.014544665667881929,0
634.2915853576534,0.350587558806597,0
1266.9425383138064,0.5899176868546331,0
736.9268349290269,0.3922440450997323,0
429.1791597177446,0.43747492202372906,0
1174.5667550886014,0.9041586944937484,0
612.5328152884588,0.34825546702330035,0
1528.5503012234972,0.5139894891598108,0
1544.7142924031048,0.7836530127411431,0
1497.8372682645381,0.39654278232127016,0
844.1904403065332,0.6220867002278735,0
418.54793983464094,0.8623637087467452,0
1513.9822751052704,0.9495206236576421,0
913.8209779807772,0.14707348092903794,0
1559.9857828524034,0.9265876251614944,0
1556.3439725071034,0.4921162930795382,0
1423.611346560832,0.25824438829895835,0
753.3386704835028,0.4591357562382613,0
862.1172743223103,0.980032575285477,0
1421.3640058202282,0.4926180939928696,0
780.3064061875332,0.3287516102875082,0
603.391296023311,0.6334008543167258,0
1068.1615149500203,0.24014561877819307,0
1523.3857289929372,0.07586332810866392,0
1235.2357560099676,0.12887972191064923,0
1084.0734041072378,0.12804583895777244,0
516.6117925249223,0.15190269351229435,0
1138.0086720390036,0.13882717264941014,0
1588.0646201251159,0.6408747448032146,0
568.1008182838289,0.18188008439914483,0
1021.9955828364841,0.3456672833238632,0
1452.8476863135465,0.8967884099060118,0
1288.9223413050454,0.47396164026287235,0
1236.4188891943215,0.6675577385210272,0
1242.980900784531,0.17231987120162984,0
831.3893814637062,0.19228901880867078,0
752.3102131173921,0.04086861626647886,0
1371.2333865742162,0.16893506307216455,0
1372.1360736150168,0.2785903390319586,0
1440.4867822961244,0.17701048427674682,0
1495.8886630677655,0.08870253375705561,0
1013.6108786331254,0.12063587110060081,0
1001.8195536246395,0.46077876803272577,0
1357.95421476013,0.2063337184057925,0
1179.9567169333181,0.36426986104807546,0
1242.360252709244,0.5034172708548569,0
1354.9512033233214,0.6903948286293653,0
1468.0064101810794,0.039312139841098936,0
805.594188221843,0.7994103989090426,0
850.6995431679328,0.6279003894909078,0
512.7783278090428,0.08175903194887191,0
1093.9361691954086,0.8735786241067772,0
443.1307285560905,0.9208724005318132,0
958.7176217589522,0.06107795985486375,0
1051.1735616490919,0.2768776481472037,0
743.8495025539413,0.8062012797930613,0
1108.999912682813,0.7482596903836584,0
436.6002999268593,0.18452101935637732,0
444.81782649905733,0.2093493233367103,0
1387.1206727915899,0.370472102791382,0
832.2287696935155,0.4845229851910213,0
552.4726151822617,0.618254771530296,0
1026.6919120657653,0.3689136395697724,0
1323.992263718333,0.4625347161331479,0
658.9852329962118,0.7474709381337565,0
1147.4685709828004,0.0366832028905979,0
502.4169579925216,0.25243694434402075,0
462.0180654023292,0.7133495858845524,0
1037.6255578817777,0.8952068376871993,0
1048.7621459321279,0.5116774421156661,0
1164.9158817978478,0.5321134852653157,0
1271.3096004671938,0.10717201133977605,0
1571.0224953550414,0.44741236682345464,0
1019.5604179614344,0.5326172664550232,0
787.5477675294951,0.24247050363472966,0
1354.2234337224445,0.26924323094938096,0
724.9987015144891,0.37728416310462265,0
926.7657048467634,0.02007119777772637,0
494.14765761071914,0.3220791655831783,0
430.420892098549,0.21144800699654465,0
1555.17809761351,0.32749735217791465,0
